Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Dec 1, 2025 12:00 AM;Dec 1, 2025 1:00 AM;3,927.39;1,229.83;5,866.08;17,525.95;0.00;94.24;-;7,983.98;2,594.80;7,514.90;7.21;1,873.19
Dec 1, 2025 1:00 AM;Dec 1, 2025 2:00 AM;3,888.75;1,218.36;5,782.57;17,342.98;0.00;94.24;-;6,267.53;2,488.93;7,027.87;4.22;1,890.13
Dec 1, 2025 2:00 AM;Dec 1, 2025 3:00 AM;3,876.31;1,205.34;6,228.29;16,393.08;0.00;94.24;-;5,788.83;2,492.64;7,004.21;3.47;1,950.75
Dec 1, 2025 3:00 AM;Dec 1, 2025 4:00 AM;3,866.13;1,173.55;6,404.75;16,027.18;0.00;94.24;-;5,924.01;2,523.40;7,364.78;3.38;1,991.24
Dec 1, 2025 4:00 AM;Dec 1, 2025 5:00 AM;3,885.15;1,240.65;6,469.84;16,064.09;0.00;94.24;-;6,506.49;2,946.28;7,536.60;17.14;1,900.53
Dec 1, 2025 5:00 AM;Dec 1, 2025 6:00 AM;3,926.96;1,248.85;6,424.61;15,861.49;0.00;94.24;-;7,101.58;2,982.87;8,828.84;31.97;1,919.66
Dec 1, 2025 6:00 AM;Dec 1, 2025 7:00 AM;4,054.45;1,343.42;6,720.91;15,824.19;0.00;93.72;-;7,548.66;3,803.46;9,975.61;1,481.57;1,894.42
Dec 1, 2025 7:00 AM;Dec 1, 2025 8:00 AM;4,199.02;1,338.34;6,525.99;16,844.48;5.35;94.24;-;8,568.23;4,453.32;10,712.27;4,346.79;1,940.16
Dec 1, 2025 8:00 AM;Dec 1, 2025 9:00 AM;4,299.58;1,355.93;6,291.63;17,520.07;1,713.91;94.24;-;8,636.83;4,561.73;10,871.74;4,457.03;2,029.51
Dec 1, 2025 9:00 AM;Dec 1, 2025 10:00 AM;4,303.14;1,317.19;6,135.39;16,099.27;7,898.96;94.24;-;8,671.71;4,439.98;10,487.37;2,219.08;1,918.00
Dec 1, 2025 10:00 AM;Dec 1, 2025 11:00 AM;4,235.66;1,283.46;5,973.25;15,048.52;14,183.02;94.24;-;8,319.95;3,710.49;10,359.78;1,091.57;1,932.46
Dec 1, 2025 11:00 AM;Dec 1, 2025 12:00 PM;4,177.59;1,292.95;5,934.54;14,786.72;17,801.43;94.24;-;8,054.74;3,760.71;9,755.54;175.71;1,928.46
Dec 1, 2025 12:00 PM;Dec 1, 2025 1:00 PM;4,115.24;1,270.49;5,748.16;15,650.26;17,283.37;94.24;-;7,264.40;3,451.23;9,451.97;93.76;1,910.63
Dec 1, 2025 1:00 PM;Dec 1, 2025 2:00 PM;4,087.81;1,279.00;4,418.31;16,326.61;14,123.18;94.24;-;7,624.45;3,899.96;9,604.98;288.87;1,949.16
Dec 1, 2025 2:00 PM;Dec 1, 2025 3:00 PM;4,108.54;1,378.21;4,368.40;17,206.97;8,579.23;94.24;-;8,478.74;4,220.72;10,562.06;978.19;1,958.44
Dec 1, 2025 3:00 PM;Dec 1, 2025 4:00 PM;4,194.37;1,410.64;4,525.51;19,452.19;2,527.64;94.24;-;8,478.69;4,564.32;11,230.33;2,738.62;1,920.31
Dec 1, 2025 4:00 PM;Dec 1, 2025 5:00 PM;4,322.72;1,424.49;4,925.65;23,779.40;77.85;94.24;-;8,393.27;4,755.94;11,159.22;2,130.41;1,935.24
Dec 1, 2025 5:00 PM;Dec 1, 2025 6:00 PM;4,407.11;1,480.13;4,735.77;27,386.93;0.00;94.24;-;8,101.01;4,708.05;11,043.97;2,259.90;1,960.62
Dec 1, 2025 6:00 PM;Dec 1, 2025 7:00 PM;4,413.82;1,445.99;4,622.24;30,171.63;0.00;94.24;-;8,447.99;4,488.67;10,458.54;1,244.83;1,954.25
Dec 1, 2025 7:00 PM;Dec 1, 2025 8:00 PM;4,369.27;1,430.43;4,770.06;31,656.63;0.00;94.24;-;8,216.46;4,212.63;9,534.42;375.80;1,930.79
Dec 1, 2025 8:00 PM;Dec 1, 2025 9:00 PM;4,236.03;1,392.24;4,605.00;32,061.24;0.00;94.24;-;7,823.34;3,946.91;8,378.65;96.11;1,943.80
Dec 1, 2025 9:00 PM;Dec 1, 2025 10:00 PM;4,153.38;1,389.31;5,183.03;31,955.70;0.00;94.24;-;6,969.93;3,059.87;7,821.76;74.88;1,915.04
Dec 1, 2025 10:00 PM;Dec 1, 2025 11:00 PM;4,076.78;1,423.75;5,512.96;30,342.16;0.00;94.24;-;7,053.79;2,689.53;7,353.50;48.37;1,912.62
Dec 1, 2025 11:00 PM;Dec 2, 2025 12:00 AM;4,006.04;1,417.92;5,258.02;29,497.22;0.00;94.24;-;7,096.38;2,597.50;6,320.34;16.55;1,882.45
Dec 2, 2025 12:00 AM;Dec 2, 2025 1:00 AM;3,955.60;1,424.44;5,606.68;28,458.43;0.00;95.24;-;6,901.51;2,557.00;6,099.13;5.20;1,889.49
Dec 2, 2025 1:00 AM;Dec 2, 2025 2:00 AM;3,918.99;1,418.19;5,796.56;27,732.76;0.00;95.24;-;6,469.77;2,495.95;6,042.88;28.22;1,924.22
Dec 2, 2025 2:00 AM;Dec 2, 2025 3:00 AM;3,909.74;1,420.64;6,020.73;27,385.91;0.00;95.24;-;6,047.87;2,489.65;6,022.96;19.28;1,906.91
Dec 2, 2025 3:00 AM;Dec 2, 2025 4:00 AM;3,899.83;1,417.91;6,033.88;27,620.47;0.00;95.24;-;6,040.19;2,520.26;5,981.11;2.96;1,878.95
Dec 2, 2025 4:00 AM;Dec 2, 2025 5:00 AM;3,919.88;1,422.27;6,121.25;27,716.08;0.00;95.24;-;5,896.46;2,614.31;6,293.11;44.01;1,930.94
Dec 2, 2025 5:00 AM;Dec 2, 2025 6:00 AM;3,954.67;1,417.04;6,218.12;28,062.59;0.00;95.24;-;6,270.40;2,511.78;6,804.44;47.47;1,931.77
Dec 2, 2025 6:00 AM;Dec 2, 2025 7:00 AM;4,055.93;1,442.14;6,281.14;28,662.97;0.00;95.24;-;7,114.19;3,252.28;8,386.22;228.23;1,945.79
Dec 2, 2025 7:00 AM;Dec 2, 2025 8:00 AM;4,284.55;1,429.44;5,799.98;27,125.69;10.03;95.24;-;8,772.14;4,128.90;9,528.81;652.01;1,990.49
Dec 2, 2025 8:00 AM;Dec 2, 2025 9:00 AM;4,410.10;1,437.78;5,572.35;25,579.27;1,469.60;95.24;-;9,116.61;4,725.98;9,446.49;2,262.63;2,082.73
Dec 2, 2025 9:00 AM;Dec 2, 2025 10:00 AM;4,422.93;1,378.32;6,375.91;22,966.04;5,725.31;95.24;-;9,193.10;4,733.31;9,440.97;1,691.70;2,024.34
Dec 2, 2025 10:00 AM;Dec 2, 2025 11:00 AM;4,368.47;1,367.73;6,516.50;20,252.94;9,756.01;95.24;-;9,150.09;4,701.50;9,398.58;1,282.41;2,018.46
Dec 2, 2025 11:00 AM;Dec 2, 2025 12:00 PM;4,297.77;1,403.81;6,542.90;17,236.15;12,419.96;95.24;-;8,957.60;4,383.26;8,949.06;1,339.13;1,997.34
Dec 2, 2025 12:00 PM;Dec 2, 2025 1:00 PM;4,215.86;1,415.41;6,325.95;14,422.19;12,725.73;81.64;-;9,236.84;4,595.15;9,638.58;1,172.45;1,993.55
Dec 2, 2025 1:00 PM;Dec 2, 2025 2:00 PM;4,083.60;1,364.47;6,147.08;12,080.12;10,470.39;88.09;-;10,103.28;4,599.96;11,612.29;1,129.90;1,991.29
Dec 2, 2025 2:00 PM;Dec 2, 2025 3:00 PM;4,098.54;1,593.05;5,732.50;11,016.27;6,223.36;95.24;-;11,024.16;4,906.86;13,434.28;1,414.33;1,996.29
Dec 2, 2025 3:00 PM;Dec 2, 2025 4:00 PM;4,178.60;1,751.72;5,350.52;10,897.13;1,687.88;95.24;-;12,039.54;4,961.74;15,037.54;2,617.50;2,045.79
Dec 2, 2025 4:00 PM;Dec 2, 2025 5:00 PM;4,342.84;1,945.88;4,871.40;11,661.93;27.40;95.24;-;12,351.72;5,048.20;15,424.48;2,402.99;2,079.08
Dec 2, 2025 5:00 PM;Dec 2, 2025 6:00 PM;4,432.61;2,040.38;4,613.37;12,031.52;0.00;95.24;-;12,448.25;5,224.84;15,819.56;3,508.92;2,084.06
Dec 2, 2025 6:00 PM;Dec 2, 2025 7:00 PM;4,429.61;1,818.96;4,031.88;11,849.48;0.00;95.24;-;12,574.64;4,988.98;15,912.17;3,113.14;1,970.19
Dec 2, 2025 7:00 PM;Dec 2, 2025 8:00 PM;4,386.70;1,795.90;3,519.37;11,061.18;0.00;95.24;-;12,670.22;5,114.35;15,807.26;3,016.44;2,009.37
Dec 2, 2025 8:00 PM;Dec 2, 2025 9:00 PM;4,268.72;1,652.14;3,084.03;10,060.47;0.00;95.24;-;12,593.16;5,140.87;15,448.55;666.08;1,938.55
Dec 2, 2025 9:00 PM;Dec 2, 2025 10:00 PM;4,172.77;1,616.19;2,651.98;8,731.07;0.00;95.24;-;12,340.91;5,138.12;15,172.30;790.05;1,922.15
Dec 2, 2025 10:00 PM;Dec 2, 2025 11:00 PM;4,094.30;1,544.68;2,250.57;7,533.05;0.00;95.24;-;12,105.14;5,171.21;14,678.88;179.27;1,925.31
Dec 2, 2025 11:00 PM;Dec 3, 2025 12:00 AM;4,029.28;1,443.87;1,605.04;6,825.83;0.00;95.24;-;12,137.68;4,913.82;13,749.26;146.89;1,915.51
Dec 3, 2025 12:00 AM;Dec 3, 2025 1:00 AM;3,977.56;1,423.64;1,178.55;6,363.40;0.00;95.24;-;11,932.35;4,452.94;14,281.58;141.19;2,051.56
Dec 3, 2025 1:00 AM;Dec 3, 2025 2:00 AM;3,945.07;1,396.96;1,076.31;6,002.00;0.00;95.24;-;11,986.18;4,200.30;14,364.50;135.14;2,100.11
Dec 3, 2025 2:00 AM;Dec 3, 2025 3:00 AM;3,934.95;1,380.60;1,017.49;5,339.75;0.00;95.24;-;12,298.24;4,173.70;14,309.03;170.90;2,046.96
Dec 3, 2025 3:00 AM;Dec 3, 2025 4:00 AM;3,923.64;1,386.84;1,246.76;4,875.04;0.00;95.24;-;12,089.55;4,305.08;14,372.60;121.57;2,053.23
Dec 3, 2025 4:00 AM;Dec 3, 2025 5:00 AM;3,952.76;1,392.26;1,489.82;4,224.46;0.00;95.24;-;11,907.47;4,482.17;14,487.56;123.71;2,054.81
Dec 3, 2025 5:00 AM;Dec 3, 2025 6:00 AM;3,985.58;1,398.67;1,268.05;3,972.71;0.00;95.24;-;12,407.65;4,892.25;14,987.99;215.30;2,031.51
Dec 3, 2025 6:00 AM;Dec 3, 2025 7:00 AM;4,081.36;1,644.78;1,055.97;3,862.67;0.00;95.24;-;13,155.92;5,466.73;16,375.84;946.31;2,088.00
Dec 3, 2025 7:00 AM;Dec 3, 2025 8:00 AM;4,206.03;1,854.92;1,026.03;3,759.92;1.67;95.24;-;13,319.81;5,656.58;17,354.92;3,704.60;2,168.35
Dec 3, 2025 8:00 AM;Dec 3, 2025 9:00 AM;4,297.21;1,907.04;1,105.49;3,663.21;779.69;95.24;-;13,358.27;6,085.55;17,527.77;4,471.45;2,204.59
Dec 3, 2025 9:00 AM;Dec 3, 2025 10:00 AM;4,309.41;2,060.75;985.26;3,312.01;3,238.23;95.24;-;13,394.46;6,367.50;17,484.25;2,997.43;2,149.05
Dec 3, 2025 10:00 AM;Dec 3, 2025 11:00 AM;4,270.35;2,145.30;994.14;2,717.10;5,482.92;95.24;-;13,329.54;6,530.97;17,398.76;2,865.81;2,108.63
Dec 3, 2025 11:00 AM;Dec 3, 2025 12:00 PM;4,226.21;2,047.52;956.72;2,021.63;7,053.81;95.24;-;13,290.46;6,848.35;17,416.56;2,458.51;2,169.41
Dec 3, 2025 12:00 PM;Dec 3, 2025 1:00 PM;4,184.29;2,020.86;928.71;1,611.57;7,357.07;95.24;-;13,338.62;6,917.37;17,514.26;1,486.85;2,158.08
Dec 3, 2025 1:00 PM;Dec 3, 2025 2:00 PM;4,163.48;2,095.20;1,017.24;1,358.62;6,055.60;95.24;-;13,350.96;6,901.85;17,681.49;2,114.06;2,136.63
Dec 3, 2025 2:00 PM;Dec 3, 2025 3:00 PM;4,167.81;2,062.82;965.18;1,328.79;3,847.11;95.24;-;13,346.24;6,941.70;17,986.88;2,993.55;2,083.70
Dec 3, 2025 3:00 PM;Dec 3, 2025 4:00 PM;4,225.78;1,920.07;859.09;1,765.55;1,192.95;95.24;-;13,024.33;6,929.83;18,189.03;4,343.79;2,090.10
Dec 3, 2025 4:00 PM;Dec 3, 2025 5:00 PM;4,348.13;2,094.15;933.21;2,508.21;23.95;95.24;-;12,301.18;6,771.28;18,307.48;5,619.42;2,263.55
Dec 3, 2025 5:00 PM;Dec 3, 2025 6:00 PM;4,438.75;2,036.31;1,042.98;3,315.35;0.00;95.24;-;12,118.13;6,656.43;18,235.02;5,158.75;2,410.82
Dec 3, 2025 6:00 PM;Dec 3, 2025 7:00 PM;4,458.38;1,921.68;1,187.54;3,817.30;0.00;95.24;-;12,016.34;6,651.11;18,178.61;3,391.11;2,348.16
Dec 3, 2025 7:00 PM;Dec 3, 2025 8:00 PM;4,403.20;1,860.20;1,335.55;4,089.70;0.00;95.24;-;11,978.39;6,624.13;17,553.37;2,568.62;2,247.78
Dec 3, 2025 8:00 PM;Dec 3, 2025 9:00 PM;4,288.19;1,968.31;1,499.65;4,177.60;0.00;95.24;-;11,548.28;6,379.55;16,441.72;1,856.27;2,200.52
Dec 3, 2025 9:00 PM;Dec 3, 2025 10:00 PM;4,187.57;1,912.19;1,410.28;4,171.14;0.00;95.24;-;10,870.21;6,127.55;16,136.97;1,327.33;2,188.16
Dec 3, 2025 10:00 PM;Dec 3, 2025 11:00 PM;4,102.96;1,450.26;1,492.00;4,350.82;0.00;95.24;-;10,647.01;5,802.39;15,799.21;314.10;2,165.79
Dec 3, 2025 11:00 PM;Dec 4, 2025 12:00 AM;4,031.42;1,438.95;1,688.80;4,343.80;0.00;95.24;-;10,528.75;5,713.39;15,138.08;120.33;2,108.56
Dec 4, 2025 12:00 AM;Dec 4, 2025 1:00 AM;3,966.93;1,471.23;1,593.07;4,193.86;0.00;94.24;-;10,469.60;5,828.74;14,663.70;315.30;2,084.46
Dec 4, 2025 1:00 AM;Dec 4, 2025 2:00 AM;3,933.24;1,483.30;1,372.88;3,911.44;0.00;94.24;-;10,625.10;5,814.02;14,633.65;178.09;2,108.86
Dec 4, 2025 2:00 AM;Dec 4, 2025 3:00 AM;3,930.47;1,480.65;1,162.73;3,790.94;0.00;94.24;-;10,523.96;5,691.48;14,788.58;161.41;2,117.55
Dec 4, 2025 3:00 AM;Dec 4, 2025 4:00 AM;3,929.96;1,481.57;1,121.09;3,923.25;0.00;94.24;-;10,372.95;5,823.13;14,859.83;167.76;2,106.01
Dec 4, 2025 4:00 AM;Dec 4, 2025 5:00 AM;3,956.90;1,487.79;1,213.99;4,088.38;0.00;94.24;-;10,393.29;6,187.56;14,515.89;297.04;2,093.67
Dec 4, 2025 5:00 AM;Dec 4, 2025 6:00 AM;3,985.87;1,484.03;1,260.99;4,217.53;0.00;94.24;-;10,715.56;6,636.88;14,661.33;390.01;2,098.47
Dec 4, 2025 6:00 AM;Dec 4, 2025 7:00 AM;4,086.50;1,622.44;1,334.47;4,580.26;0.00;94.24;-;11,464.87;6,628.08;15,752.54;1,047.10;2,151.97
Dec 4, 2025 7:00 AM;Dec 4, 2025 8:00 AM;4,242.07;1,961.61;1,490.23;5,005.98;2.02;94.24;-;11,766.82;6,477.32;16,270.14;3,680.88;2,195.18
Dec 4, 2025 8:00 AM;Dec 4, 2025 9:00 AM;4,374.37;2,008.78;1,760.30;5,479.23;554.66;94.24;-;12,200.91;6,194.44;16,479.80;4,240.57;2,147.88
Dec 4, 2025 9:00 AM;Dec 4, 2025 10:00 AM;4,369.20;2,123.80;1,786.98;5,643.39;2,789.50;94.24;-;12,260.83;6,078.32;16,419.97;3,520.07;2,108.38
Dec 4, 2025 10:00 AM;Dec 4, 2025 11:00 AM;4,269.12;2,079.00;1,736.71;5,248.30;5,462.72;94.24;-;12,103.16;6,131.99;16,182.64;2,253.77;2,100.51
Dec 4, 2025 11:00 AM;Dec 4, 2025 12:00 PM;4,213.10;1,970.36;1,800.36;4,535.73;7,127.55;94.24;-;12,028.93;6,089.64;16,089.92;1,234.63;2,090.90
Dec 4, 2025 12:00 PM;Dec 4, 2025 1:00 PM;4,162.09;1,909.56;1,756.93;3,838.65;7,532.43;94.24;-;12,558.56;6,167.12;16,057.40;1,394.06;2,105.95
Dec 4, 2025 1:00 PM;Dec 4, 2025 2:00 PM;4,156.77;1,953.19;1,650.99;3,730.44;6,561.07;94.24;-;12,769.61;6,195.63;16,101.55;1,670.76;2,130.39
Dec 4, 2025 2:00 PM;Dec 4, 2025 3:00 PM;4,200.85;1,881.47;1,624.84;4,250.02;4,109.84;94.24;-;13,054.83;6,173.14;16,110.79;1,603.86;2,116.36
Dec 4, 2025 3:00 PM;Dec 4, 2025 4:00 PM;4,273.31;1,855.07;1,988.87;5,678.87;1,166.32;94.24;-;13,143.20;6,120.67;16,957.96;1,600.12;2,098.12
Dec 4, 2025 4:00 PM;Dec 4, 2025 5:00 PM;4,396.54;1,759.62;2,264.55;7,677.57;17.22;94.24;-;13,129.37;6,099.15;17,964.77;1,935.96;2,261.68
Dec 4, 2025 5:00 PM;Dec 4, 2025 6:00 PM;4,475.75;1,984.97;2,626.73;8,998.67;0.00;94.24;-;13,267.34;6,113.27;18,162.15;2,497.16;2,363.65
Dec 4, 2025 6:00 PM;Dec 4, 2025 7:00 PM;4,503.30;1,948.84;2,954.57;9,499.35;0.00;94.24;-;13,321.84;6,092.20;18,262.69;1,849.42;2,320.46
Dec 4, 2025 7:00 PM;Dec 4, 2025 8:00 PM;4,449.04;1,614.93;3,470.36;8,914.00;0.00;94.24;-;13,296.74;5,916.87;17,360.60;932.34;2,333.78
Dec 4, 2025 8:00 PM;Dec 4, 2025 9:00 PM;4,310.65;1,496.58;3,553.72;8,384.72;0.00;94.24;-;13,305.49;5,855.19;16,475.23;844.11;2,153.39
Dec 4, 2025 9:00 PM;Dec 4, 2025 10:00 PM;4,141.19;1,447.36;3,391.67;7,850.58;0.00;94.24;-;13,056.04;5,870.36;15,448.68;420.24;2,085.44
Dec 4, 2025 10:00 PM;Dec 4, 2025 11:00 PM;4,164.76;1,425.56;2,967.50;6,696.97;0.00;94.24;-;12,801.93;5,772.25;15,171.40;205.33;2,093.95
Dec 4, 2025 11:00 PM;Dec 5, 2025 12:00 AM;4,210.10;1,440.25;2,467.40;5,953.46;0.00;94.24;-;12,828.60;5,573.13;14,830.01;84.09;2,102.95
Dec 5, 2025 12:00 AM;Dec 5, 2025 1:00 AM;4,054.86;1,404.50;2,108.07;4,932.78;0.00;94.24;-;12,921.33;5,289.68;14,840.76;64.17;2,107.10
Dec 5, 2025 1:00 AM;Dec 5, 2025 2:00 AM;4,109.79;1,430.83;2,020.98;3,983.09;0.00;94.24;-;13,083.85;4,965.03;14,864.39;64.33;2,138.16
Dec 5, 2025 2:00 AM;Dec 5, 2025 3:00 AM;4,130.53;1,438.28;1,505.88;3,377.28;0.00;94.24;-;13,114.24;4,934.57;14,802.77;33.04;2,181.95
Dec 5, 2025 3:00 AM;Dec 5, 2025 4:00 AM;4,120.78;1,443.36;1,269.64;3,015.81;0.00;94.24;-;13,146.08;4,919.25;14,847.36;33.21;2,172.93
Dec 5, 2025 4:00 AM;Dec 5, 2025 5:00 AM;4,150.69;1,461.27;1,164.66;2,654.25;0.00;94.24;-;13,111.57;4,958.64;15,078.68;19.69;2,105.19
Dec 5, 2025 5:00 AM;Dec 5, 2025 6:00 AM;4,218.34;1,507.16;1,055.58;2,270.83;0.00;94.24;-;13,164.10;5,199.80;15,497.20;175.44;2,053.74
Dec 5, 2025 6:00 AM;Dec 5, 2025 7:00 AM;4,360.22;1,573.07;1,036.47;1,975.73;0.00;94.24;-;13,327.29;5,620.11;16,333.43;617.66;2,076.77
Dec 5, 2025 7:00 AM;Dec 5, 2025 8:00 AM;4,555.06;1,855.74;994.29;1,735.69;0.63;94.24;-;13,585.92;5,558.43;17,760.01;2,631.87;2,325.59
Dec 5, 2025 8:00 AM;Dec 5, 2025 9:00 AM;4,638.89;2,000.37;972.28;1,555.80;316.12;94.24;-;13,639.48;5,594.48;18,077.16;5,341.04;2,530.32
Dec 5, 2025 9:00 AM;Dec 5, 2025 10:00 AM;4,612.19;2,010.41;1,081.81;1,317.65;1,880.56;94.24;-;13,660.32;5,642.84;18,013.91;5,012.78;2,304.95
Dec 5, 2025 10:00 AM;Dec 5, 2025 11:00 AM;4,541.10;1,973.42;1,107.67;920.87;3,997.27;94.24;-;13,661.82;5,663.90;17,743.43;4,307.69;2,167.80
Dec 5, 2025 11:00 AM;Dec 5, 2025 12:00 PM;4,467.89;1,783.12;933.00;692.97;5,498.68;94.24;-;13,645.45;5,712.29;17,608.23;3,472.52;2,151.51
Dec 5, 2025 12:00 PM;Dec 5, 2025 1:00 PM;4,389.25;1,709.99;710.42;666.84;5,685.11;94.24;-;13,334.03;5,749.08;17,674.94;2,988.36;2,177.00
Dec 5, 2025 1:00 PM;Dec 5, 2025 2:00 PM;4,367.93;1,588.03;648.26;744.77;4,747.24;94.24;-;13,182.24;5,880.83;17,599.83;2,498.79;2,197.73
Dec 5, 2025 2:00 PM;Dec 5, 2025 3:00 PM;4,386.98;1,585.79;665.06;870.11;3,011.16;94.24;-;13,304.08;5,986.52;17,483.77;2,188.91;2,215.32
Dec 5, 2025 3:00 PM;Dec 5, 2025 4:00 PM;4,457.64;1,618.06;769.92;1,195.82;906.26;94.24;-;13,494.28;6,208.94;17,397.44;2,563.25;2,167.64
Dec 5, 2025 4:00 PM;Dec 5, 2025 5:00 PM;4,576.26;1,562.97;895.35;1,867.07;14.99;95.24;-;13,461.80;6,358.35;17,505.78;3,665.49;2,205.52
Dec 5, 2025 5:00 PM;Dec 5, 2025 6:00 PM;4,654.45;1,450.37;1,303.08;2,865.83;0.00;95.24;-;13,222.24;6,407.43;17,522.51;3,728.23;2,206.16
Dec 5, 2025 6:00 PM;Dec 5, 2025 7:00 PM;4,665.56;1,379.80;1,582.79;4,132.96;0.00;95.24;-;13,179.49;6,466.04;17,090.09;1,372.34;2,186.63
Dec 5, 2025 7:00 PM;Dec 5, 2025 8:00 PM;4,614.99;1,321.38;1,984.35;5,586.40;0.00;95.24;-;12,937.25;6,301.93;16,223.01;1,535.58;2,213.53
Dec 5, 2025 8:00 PM;Dec 5, 2025 9:00 PM;4,493.05;1,352.12;2,489.61;6,985.79;0.00;95.24;-;12,299.39;5,447.84;15,285.07;571.05;2,186.46
Dec 5, 2025 9:00 PM;Dec 5, 2025 10:00 PM;4,403.47;1,266.40;3,150.87;8,601.52;0.00;95.24;-;11,368.77;4,745.89;13,661.98;991.61;2,142.37
Dec 5, 2025 10:00 PM;Dec 5, 2025 11:00 PM;4,322.90;1,254.25;3,657.74;9,977.99;0.00;95.24;-;10,186.16;4,229.78;12,172.88;392.76;2,138.67
Dec 5, 2025 11:00 PM;Dec 6, 2025 12:00 AM;4,240.26;1,281.43;3,991.66;11,462.58;0.00;95.24;-;9,081.81;3,208.64;8,988.05;329.26;2,111.73
Dec 6, 2025 12:00 AM;Dec 6, 2025 1:00 AM;4,183.92;1,261.75;4,774.84;13,201.51;0.00;95.24;-;7,970.15;2,743.40;6,727.69;175.92;2,047.22
Dec 6, 2025 1:00 AM;Dec 6, 2025 2:00 AM;4,150.63;1,362.34;5,598.50;15,021.25;0.00;95.24;-;6,087.95;2,456.00;5,743.26;114.09;2,077.37
Dec 6, 2025 2:00 AM;Dec 6, 2025 3:00 AM;4,137.73;1,266.74;6,168.18;16,700.98;0.00;95.24;-;4,889.35;2,244.74;5,391.21;4.14;2,041.95
Dec 6, 2025 3:00 AM;Dec 6, 2025 4:00 AM;4,149.20;1,293.73;6,282.23;19,028.66;0.00;95.24;-;4,388.65;2,067.71;5,506.60;3.68;2,095.95
Dec 6, 2025 4:00 AM;Dec 6, 2025 5:00 AM;4,148.55;1,307.52;6,290.46;21,279.13;0.00;95.24;-;4,208.72;2,223.17;5,476.55;3.62;2,085.16
Dec 6, 2025 5:00 AM;Dec 6, 2025 6:00 AM;4,208.35;1,315.36;6,440.17;23,498.51;0.00;95.24;-;4,256.39;2,471.29;5,656.86;3.62;2,118.25
Dec 6, 2025 6:00 AM;Dec 6, 2025 7:00 AM;4,360.45;1,324.98;6,452.04;25,695.75;0.00;95.24;-;4,587.87;2,479.92;5,743.62;3.78;2,093.24
Dec 6, 2025 7:00 AM;Dec 6, 2025 8:00 AM;4,532.81;1,339.85;6,302.98;26,618.06;1.45;95.24;-;4,767.07;2,571.06;5,864.95;4.53;2,111.34
Dec 6, 2025 8:00 AM;Dec 6, 2025 9:00 AM;4,606.65;1,342.95;6,502.16;26,624.80;584.43;95.24;-;5,515.53;2,598.56;5,838.55;36.22;2,109.04
Dec 6, 2025 9:00 AM;Dec 6, 2025 10:00 AM;4,597.31;1,296.35;6,606.21;25,939.63;2,779.50;95.24;-;6,727.88;2,439.74;5,935.56;226.20;2,088.14
Dec 6, 2025 10:00 AM;Dec 6, 2025 11:00 AM;4,515.64;1,313.49;6,669.79;24,439.15;5,067.20;95.24;-;7,180.26;2,381.56;5,975.42;105.56;2,120.68
Dec 6, 2025 11:00 AM;Dec 6, 2025 12:00 PM;4,440.33;1,322.51;6,495.75;22,987.36;6,683.53;95.24;-;7,286.35;2,386.25;5,990.97;64.51;2,069.78
Dec 6, 2025 12:00 PM;Dec 6, 2025 1:00 PM;4,362.65;1,230.13;6,250.47;22,271.07;6,959.38;95.24;-;7,917.11;2,195.43;5,953.20;191.26;2,013.47
Dec 6, 2025 1:00 PM;Dec 6, 2025 2:00 PM;4,349.96;1,219.14;6,323.88;21,435.71;5,540.80;95.24;-;7,974.60;2,331.54;5,882.95;38.06;2,065.38
Dec 6, 2025 2:00 PM;Dec 6, 2025 3:00 PM;4,391.89;1,201.21;6,269.60;20,832.20;3,289.63;95.24;-;8,247.93;2,475.58;5,959.59;295.16;2,043.61
Dec 6, 2025 3:00 PM;Dec 6, 2025 4:00 PM;4,483.49;1,163.07;6,199.46;21,573.53;897.01;95.24;-;8,363.36;2,863.70;6,073.71;325.64;2,014.91
Dec 6, 2025 4:00 PM;Dec 6, 2025 5:00 PM;4,610.16;1,165.58;6,478.84;22,669.81;22.86;95.24;-;8,527.48;2,896.24;6,087.76;1,347.84;2,044.38
Dec 6, 2025 5:00 PM;Dec 6, 2025 6:00 PM;4,681.93;1,157.26;6,747.41;23,749.96;0.00;95.24;-;8,596.52;2,923.38;6,122.18;2,008.91;2,024.52
Dec 6, 2025 6:00 PM;Dec 6, 2025 7:00 PM;4,696.10;1,145.59;6,989.01;24,474.59;0.00;95.24;-;8,188.32;2,648.45;5,971.41;1,009.63;2,025.58
Dec 6, 2025 7:00 PM;Dec 6, 2025 8:00 PM;4,659.61;1,137.69;6,994.94;24,718.84;0.00;95.24;-;7,631.22;2,381.22;5,915.96;553.97;2,138.92
Dec 6, 2025 8:00 PM;Dec 6, 2025 9:00 PM;4,516.77;1,125.00;6,677.81;24,998.51;0.00;95.24;-;6,207.29;2,298.54;5,575.70;331.68;2,155.96
