Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Dec 30, 2025 5:00 AM;Dec 30, 2025 6:00 AM;4,132.71;925.80;7,635.27;18,197.10;0.00;99.10;-;4,531.65;2,016.29;7,935.23;2.03;2,055.40
Dec 30, 2025 6:00 AM;Dec 30, 2025 7:00 AM;4,200.25;907.01;7,339.22;18,393.44;0.00;99.10;-;5,459.70;2,366.76;8,140.34;1.97;2,041.54
Dec 30, 2025 7:00 AM;Dec 30, 2025 8:00 AM;4,318.99;942.10;7,036.78;18,046.93;0.13;99.10;-;6,583.57;2,436.56;8,319.66;62.06;2,032.07
Dec 30, 2025 8:00 AM;Dec 30, 2025 9:00 AM;4,416.98;912.85;6,677.06;17,535.06;291.69;99.10;-;7,410.02;2,553.23;8,513.80;508.76;2,039.97
Dec 30, 2025 9:00 AM;Dec 30, 2025 10:00 AM;4,412.45;906.86;6,298.66;15,918.72;3,870.67;99.10;-;7,605.88;2,575.05;8,414.35;659.23;2,009.39
Dec 30, 2025 10:00 AM;Dec 30, 2025 11:00 AM;4,358.05;913.62;5,935.27;14,058.79;10,390.57;97.89;-;7,807.22;2,503.35;8,049.21;969.46;1,981.06
Dec 30, 2025 11:00 AM;Dec 30, 2025 12:00 PM;4,317.64;873.13;4,809.67;12,891.51;16,121.49;94.24;-;6,755.91;2,398.59;7,660.91;2.67;1,971.24
Dec 30, 2025 12:00 PM;Dec 30, 2025 1:00 PM;4,269.64;867.51;4,398.66;13,302.64;17,637.40;94.24;-;5,927.75;2,419.29;7,546.70;2.94;1,952.03
Dec 30, 2025 1:00 PM;Dec 30, 2025 2:00 PM;4,268.16;856.56;4,497.37;14,097.73;15,255.67;94.24;-;5,296.96;2,446.94;7,778.30;79.61;1,985.66
Dec 30, 2025 2:00 PM;Dec 30, 2025 3:00 PM;4,270.56;851.12;5,193.89;14,496.95;10,098.95;94.24;-;6,720.07;2,444.45;8,075.80;354.89;1,964.37
Dec 30, 2025 3:00 PM;Dec 30, 2025 4:00 PM;4,328.70;884.52;6,010.85;14,312.78;3,535.74;94.24;-;7,843.90;2,526.54;9,166.72;1,913.03;1,988.06
Dec 30, 2025 4:00 PM;Dec 30, 2025 5:00 PM;4,471.26;879.71;5,857.04;15,228.55;165.98;94.24;-;8,202.43;2,801.21;9,542.09;4,457.67;2,076.87
Dec 30, 2025 5:00 PM;Dec 30, 2025 6:00 PM;4,569.67;898.88;5,188.11;16,213.41;0.00;94.24;-;8,158.57;2,812.33;9,666.02;5,513.71;2,082.35
Dec 30, 2025 6:00 PM;Dec 30, 2025 7:00 PM;4,580.04;846.28;5,096.50;16,823.52;0.00;94.24;-;8,209.08;2,858.82;9,774.46;4,937.92;2,040.47
Dec 30, 2025 7:00 PM;Dec 30, 2025 8:00 PM;4,510.47;949.72;4,129.68;16,312.51;0.00;94.24;-;8,282.87;2,841.21;9,788.17;4,936.39;2,040.90
Dec 30, 2025 8:00 PM;Dec 30, 2025 9:00 PM;4,397.98;1,187.96;4,149.17;15,189.72;0.00;94.24;-;8,292.27;2,800.35;9,906.73;4,341.31;2,032.02
Dec 30, 2025 9:00 PM;Dec 30, 2025 10:00 PM;4,326.91;848.94;4,198.05;14,246.25;0.00;94.24;-;8,302.60;2,725.95;9,553.65;1,749.54;2,023.86
Dec 30, 2025 10:00 PM;Dec 30, 2025 11:00 PM;4,269.29;833.25;4,131.55;14,474.04;0.00;94.24;-;8,245.29;2,663.30;9,433.94;1,509.59;2,014.85
Dec 30, 2025 11:00 PM;Dec 31, 2025 12:00 AM;4,209.01;845.14;4,418.62;15,786.23;0.00;94.24;-;7,566.85;2,436.23;8,645.33;241.85;2,002.65
Dec 31, 2025 12:00 AM;Dec 31, 2025 1:00 AM;4,135.54;815.83;5,105.51;17,348.57;0.00;96.70;-;6,471.88;2,409.05;8,025.47;106.66;2,049.41
Dec 31, 2025 1:00 AM;Dec 31, 2025 2:00 AM;4,111.01;809.06;5,341.47;18,850.77;0.00;94.24;-;5,392.07;2,207.79;7,746.88;32.57;2,043.78
Dec 31, 2025 2:00 AM;Dec 31, 2025 3:00 AM;4,106.72;804.72;6,209.52;19,322.93;0.00;94.24;-;4,683.95;1,978.20;7,800.83;101.77;1,993.60
Dec 31, 2025 3:00 AM;Dec 31, 2025 4:00 AM;4,097.76;804.32;7,154.23;20,519.81;0.00;94.24;-;4,518.24;2,022.07;7,823.38;1.20;1,974.85
Dec 31, 2025 4:00 AM;Dec 31, 2025 5:00 AM;4,110.40;812.78;7,234.36;22,072.05;0.00;94.24;-;4,365.95;2,352.08;8,004.26;1.49;2,021.98
Dec 31, 2025 5:00 AM;Dec 31, 2025 6:00 AM;4,145.11;853.87;6,914.80;23,468.87;0.00;94.24;-;4,639.56;2,552.55;8,234.60;368.12;2,021.20
Dec 31, 2025 6:00 AM;Dec 31, 2025 7:00 AM;4,183.07;955.07;5,037.15;25,629.14;0.00;94.24;-;5,154.25;2,928.65;8,784.48;263.17;1,992.13
Dec 31, 2025 7:00 AM;Dec 31, 2025 8:00 AM;4,268.05;951.13;4,932.28;26,095.08;0.20;94.24;-;5,126.95;3,356.66;9,204.28;179.11;2,103.46
Dec 31, 2025 8:00 AM;Dec 31, 2025 9:00 AM;4,341.23;955.08;5,229.14;26,471.75;474.32;94.24;-;5,171.97;3,497.64;9,489.82;1,274.26;2,148.45
Dec 31, 2025 9:00 AM;Dec 31, 2025 10:00 AM;4,375.61;867.00;5,421.85;26,898.84;2,955.07;94.24;-;5,340.10;3,510.63;9,281.42;1,097.32;1,984.84
Dec 31, 2025 10:00 AM;Dec 31, 2025 11:00 AM;4,318.84;846.89;5,561.78;28,006.73;6,152.34;94.24;-;5,469.55;3,090.64;8,513.33;220.83;1,965.35
Dec 31, 2025 11:00 AM;Dec 31, 2025 12:00 PM;4,271.93;840.92;5,771.89;28,903.77;8,805.80;94.24;-;4,847.15;2,917.94;7,995.96;58.48;1,957.60
Dec 31, 2025 12:00 PM;Dec 31, 2025 1:00 PM;4,227.20;851.02;6,250.04;30,108.40;9,467.73;94.24;-;4,551.72;2,697.22;7,864.05;72.19;1,972.61
Dec 31, 2025 1:00 PM;Dec 31, 2025 2:00 PM;4,204.44;854.38;6,485.80;30,031.30;8,585.49;94.24;-;4,526.28;2,544.77;7,886.12;42.16;1,947.29
Dec 31, 2025 2:00 PM;Dec 31, 2025 3:00 PM;4,206.16;830.01;6,398.14;28,969.63;6,062.26;94.24;-;4,518.44;2,770.95;7,836.08;96.70;1,915.32
Dec 31, 2025 3:00 PM;Dec 31, 2025 4:00 PM;4,254.31;886.10;6,274.64;28,064.27;2,347.40;94.26;-;5,390.07;3,009.06;8,097.92;384.82;1,982.60
Dec 31, 2025 4:00 PM;Dec 31, 2025 5:00 PM;4,403.61;891.16;6,095.70;27,978.35;136.12;94.29;-;6,280.83;3,502.49;8,350.31;1,548.97;1,995.85
Dec 31, 2025 5:00 PM;Dec 31, 2025 6:00 PM;4,458.09;916.91;5,929.16;27,337.60;0.00;94.29;-;6,721.38;4,027.59;8,471.24;3,691.60;1,964.01
Dec 31, 2025 6:00 PM;Dec 31, 2025 7:00 PM;4,477.86;963.31;5,779.09;26,956.42;0.00;94.29;-;7,061.08;4,029.27;8,387.50;3,161.22;1,949.92
Dec 31, 2025 7:00 PM;Dec 31, 2025 8:00 PM;4,425.64;914.14;5,418.49;26,899.95;0.00;94.29;-;7,273.51;3,840.90;8,317.29;1,039.13;1,929.30
Dec 31, 2025 8:00 PM;Dec 31, 2025 9:00 PM;4,339.96;841.57;5,015.05;27,956.60;0.00;94.29;-;5,903.77;4,075.67;8,388.68;181.75;1,930.81
Dec 31, 2025 9:00 PM;Dec 31, 2025 10:00 PM;4,294.94;884.05;4,390.06;29,863.35;0.00;94.29;-;5,095.60;4,392.12;8,312.46;30.12;1,927.72
Dec 31, 2025 10:00 PM;Dec 31, 2025 11:00 PM;4,235.07;886.56;3,363.93;29,854.21;0.00;94.29;-;4,983.33;4,908.13;8,391.13;341.03;1,915.03
Dec 31, 2025 11:00 PM;Jan 1, 2026 12:00 AM;4,170.95;821.02;2,714.77;31,028.27;0.00;94.29;-;4,549.29;4,793.83;7,821.99;893.80;1,900.86
